track_id,mfcc_01_mean,mfcc_02_mean,mfcc_03_mean,mfcc_04_mean,mfcc_05_mean,mfcc_06_mean,mfcc_07_mean,mfcc_08_mean,mfcc_09_mean,mfcc_10_mean,rmse_01_mean,spectral_centroid_01_mean,spectral_bandwidth_01_mean,chroma_var
75004,-129.34839,170.90234,-46.81283,9.77942,0.43114,12.69892,-8.77781,4.47832,1.56718,7.73626,5.54226,1108.72168,1215.40356,0.02683
75005,-145.01341,155.44435,-34.50074,24.96581,-0.22143,19.36629,7.24156,20.43702,5.16493,9.20109,5.6897,1157.07788,1354.62988,0.03275
75006,-96.05197,111.084,20.41597,42.39023,-5.40439,27.78309,-9.57134,17.93887,-6.32115,8.86848,8.40196,1869.13464,2205.44312,0.03183
75007,-126.08858,105.36919,1.16975,46.29181,-7.57208,26.5097,4.98003,15.46829,-0.288,14.04667,8.46609,1679.57324,1962.10999,0.03116
75008,-89.64672,107.11729,-4.79015,33.94247,-6.35574,27.25718,5.80552,14.73138,-0.02105,10.43213,8.41577,1863.69458,2119.68823,0.03436
75009,-257.4136,159.75281,9.52618,38.61707,13.44105,12.61421,-0.74935,13.31723,7.0053,5.76307,2.64267,790.39185,1332.50037,0.03605
75010,-221.43468,117.07608,-42.26131,27.91686,-16.64422,1.00213,-22.19605,-12.23673,-10.62123,-15.60873,2.31333,1418.46509,1485.15662,0.01917
75012,-268.80273,134.04396,28.25454,1.79059,-12.86922,7.45912,7.14397,7.98587,4.07969,9.30607,3.0418,892.42395,1368.36084,0.0283
75013,-257.15558,152.45122,21.15134,25.91291,11.98666,11.35508,19.7776,8.85348,-3.07114,5.62962,5.3949,725.51404,1273.20337,0.01504
75014,-161.84642,93.06247,-22.31809,23.64654,1.60994,28.29174,6.75786,16.8,-9.94443,5.81541,3.32428,2041.10986,2215.03149,0.03172
75015,-265.96234,119.80543,19.89168,22.26443,8.87865,18.57707,3.92953,10.79812,-3.87536,9.10522,3.26663,1304.09949,1880.67285,0.02284
75016,-166.74135,108.05718,-24.4159,42.94004,0.78928,-17.50051,10.17174,1.18948,6.81738,11.28348,3.35755,1806.48694,2056.37036,0.02595
75017,-245.63779,151.95995,8.80291,44.0111,5.26973,2.18596,1.14567,-7.91555,-0.06673,-9.44481,4.06512,801.76056,1282.81641,0.03358
75018,-237.23196,134.02823,8.10415,46.27257,11.7587,20.08736,14.56487,10.51153,0.21704,0.35978,2.86263,1065.13721,1461.17761,0.01935
75019,-216.86922,137.05577,-26.52577,12.97477,-13.0427,1.52562,10.73351,4.88681,18.7702,10.59944,3.08075,1145.51599,1340.75171,0.03158
75020,-271.79605,137.87335,26.94338,32.82824,19.25261,24.82794,19.03263,15.07362,9.46404,7.56739,3.78515,717.75623,1158.89832,0.0313
75021,-236.65442,93.56113,4.49752,29.46122,-3.87489,6.92508,-7.0486,8.40187,-8.39597,3.96126,3.36647,1741.8811,2063.94067,0.03343
75022,-245.44885,114.87877,54.29885,45.5048,15.89157,18.9461,5.19431,7.80505,-6.37538,0.12089,3.7776,1444.80261,2144.48755,0.02818
75023,-284.15872,128.83974,16.91418,27.02456,11.01556,11.13826,-0.4168,1.34123,-1.86735,6.70011,1.56241,1312.29578,1952.55127,0.033
75024,-203.17386,105.65348,3.11282,60.08297,7.79033,16.31228,13.22225,12.25384,-0.46091,4.12419,4.22225,1448.9856,1914.39685,0.03157
75025,-273.94687,169.19975,51.88172,26.37006,-6.25665,6.07328,15.89998,15.35326,6.1996,6.09763,4.00823,589.3653,1029.07837,0.02674
75026,-283.61929,174.37419,40.81921,16.81137,18.38393,12.27668,9.80019,0.68537,-6.61954,-2.81641,4.72,387.88269,771.00061,0.03553
75027,-204.96457,138.01443,21.36325,37.25021,15.30052,23.23388,-4.43134,7.47568,-0.46524,-4.89751,6.68986,909.7226,1534.54749,0.03402
75028,-248.6626,111.25813,20.00127,33.83364,15.05621,20.41417,11.23975,16.65433,0.61109,15.50825,3.95574,1150.65894,1663.62109,0.01932
75029,-143.65929,126.99999,-36.4788,55.49163,2.50148,20.11004,13.00203,12.07373,4.83756,5.05586,6.88224,1296.42554,1387.97668,0.03962
75030,-148.92944,118.98409,-19.4997,66.45731,6.16057,15.7431,11.9289,9.20927,6.42303,8.32883,5.91316,1357.08313,1513.08997,0.02957
75031,-141.91951,157.27293,-25.33945,53.98866,8.3865,12.57482,12.7815,8.51468,7.40739,3.06011,8.02935,989.76495,1203.99658,0.02844
75032,-195.03589,115.89843,-7.22475,49.11488,11.29828,26.98892,6.1166,9.02884,9.94518,1.81175,5.13301,1280.703,1589.08325,0.0153
75033,-62.87382,160.7126,-68.72546,54.23016,-4.96079,7.85097,-7.60035,7.67284,-3.9719,0.05081,7.79911,1290.50842,1240.80701,0.01649
75034,-49.01559,156.22661,-46.98491,49.4969,-10.10449,12.82666,-12.47725,15.1446,-8.10021,3.69625,8.34771,1336.6936,1488.01086,0.02032
75035,-82.04115,194.23569,-57.27969,32.54168,1.43163,6.22315,-4.08679,3.41092,-5.09767,-3.24807,8.95184,929.63953,1059.72632,0.01289
75036,-106.97493,188.30795,-46.08592,44.27824,2.24584,1.8334,-1.67658,3.12497,-0.87667,-5.22495,7.77706,889.35614,1061.01038,0.01824
75037,-46.7945,160.57509,-56.69217,43.60755,-4.76644,11.55027,-7.60592,16.52092,-6.92412,5.57724,8.62266,1298.28149,1371.08997,0.01931
75039,-293.87888,188.43532,17.45975,8.55456,10.63173,11.23236,-3.03213,1.46679,6.49367,0.27537,1.75599,684.62152,1086.83032,0.01741
75040,-123.74265,177.04134,-12.22698,15.86759,8.15352,6.72497,-2.15426,-0.23983,-1.98597,-0.89735,10.32555,784.32568,1201.9436,0.02248
75041,-79.50312,152.43898,-7.98978,14.9939,8.11677,3.88955,0.26378,3.01731,1.24481,-0.39276,7.16516,1576.1217,2155.11768,0.02157
75042,-103.42916,139.04482,-33.54869,17.06982,-9.00497,5.66323,-9.83142,-1.17296,-8.7806,2.12245,4.09596,1457.34424,1761.11011,0.0237
75043,-142.50838,54.70748,-8.25262,24.96492,-6.40198,14.82207,2.49619,4.87439,-0.09034,11.23867,3.01889,3264.5564,2670.09619,0.02652
75044,-71.63458,109.8652,-12.0636,26.23562,-11.22739,4.49323,0.52649,1.38657,-12.43872,11.65462,3.87116,2227.60864,2354.31323,0.03049
75045,-100.71659,156.62033,-15.35191,32.17856,-5.49484,13.48792,1.37899,3.47413,0.24612,8.62248,5.39704,1209.45044,1741.82654,0.03663
75046,-294.92194,146.44753,16.58671,14.50539,22.43348,19.02963,18.32761,18.32827,13.86618,14.26885,5.1667,526.11792,1107.59192,0.08287
75049,-221.61246,151.70291,9.40588,35.3698,10.83087,17.17789,-0.0969,8.59387,3.77272,4.66666,3.18543,950.44659,1380.58142,0.01906
75050,-182.97624,137.80368,-10.77327,44.39736,-6.89223,20.53232,-8.03241,9.4632,0.87755,4.75922,2.89691,1394.30566,1697.29932,0.02115
75051,-190.14571,131.69392,-15.58413,46.86631,-5.41411,24.63983,-10.40625,12.89745,2.33639,6.62321,2.91604,1459.72815,1682.66199,0.01724
75052,-194.97546,158.59679,-11.38089,38.80392,-0.10103,16.61918,-7.48928,3.46813,0.95607,5.07028,3.07308,1027.47473,1367.04382,0.01839
75053,-300.83127,164.83455,21.446,33.58351,1.81709,24.3245,3.66761,9.81929,-1.69081,5.86196,2.1447,840.99402,1328.61523,0.01657
75054,-141.60596,143.01459,-38.11654,43.18027,-6.95615,25.6314,-13.35225,8.02576,-3.28255,12.32415,3.26784,1546.91309,1636.08948,0.02157
75055,-185.17274,142.63348,-11.85371,35.91922,7.15823,18.59007,-7.1644,10.50358,2.03701,1.97032,3.42585,1121.04797,1490.19434,0.0259
75056,-234.27737,162.4606,-5.47617,40.06542,1.95371,19.95275,-5.64529,5.01129,5.59307,2.27428,2.46264,960.13898,1330.01672,0.01688
75057,-220.89749,166.81799,-4.29291,34.49242,15.3114,17.15768,-2.13343,6.34902,3.63294,3.70699,3.61608,765.23883,1132.05627,0.01948
75058,-219.42906,164.49011,-12.91192,32.77338,1.98319,25.3758,-8.88583,13.59583,3.20351,-0.33883,2.65304,1014.85504,1366.97229,0.01599
75059,-203.61615,162.91818,-1.34435,33.10238,1.9082,13.96581,-5.92425,8.89055,-1.28226,-2.4737,3.0746,976.15607,1380.099,0.0176
75060,-213.38095,157.7648,-14.74699,37.75928,0.87828,28.42914,-5.26834,11.08894,0.62034,2.25551,3.05984,1064.03418,1417.11072,0.0155
75061,-233.02341,150.88824,-3.14602,42.43307,-5.14923,18.71754,1.79522,10.04551,8.36251,0.45707,2.55583,1029.24341,1399.09009,0.0153
75072,-358.22418,159.77203,27.10933,37.22842,33.03264,29.99889,8.43736,6.06152,5.90478,-3.03584,2.56352,400.96588,742.43719,0.01862
75073,-73.80415,66.94529,10.1574,52.47762,-16.25097,42.86496,-12.3461,21.30052,-9.02045,16.51589,9.31759,2750.31641,2405.20117,0.02871
75074,-75.56866,121.11423,-4.62255,58.50312,-6.46269,41.0284,-15.98237,19.69506,-6.66288,10.58311,9.09233,1710.58093,1957.08728,0.02615
75075,-82.87732,135.92006,-29.37247,41.68114,-2.76065,28.26715,-10.55036,7.38441,-5.23341,-0.64294,7.94505,1407.53516,1568.36792,0.02206
75076,-99.58878,111.87138,-23.4845,46.94037,-6.39111,25.74032,-6.77553,5.7842,-5.7293,4.53051,6.18088,1796.37231,1785.0824,0.02115
75077,-131.65337,125.59598,-12.51196,54.96738,7.68729,25.06832,2.18993,12.10739,5.15736,5.88089,7.74273,1187.88342,1564.78906,0.0412
75078,-119.20782,115.79089,-25.26877,42.8831,5.04607,18.35114,-4.75502,9.96143,-2.94922,7.16389,6.64083,1545.77393,1727.87927,0.02557
75079,-152.92123,129.10382,-10.00165,48.83916,4.75912,23.3189,-7.16484,9.94644,1.07821,-8.1959,5.4713,1348.97778,1534.08813,0.02676
75080,-104.99643,143.54855,-12.094,30.16648,-11.83182,19.92146,-10.99916,7.80589,-11.60093,-1.96099,6.82817,1388.85315,1709.48425,0.01927
75081,-136.86604,157.0257,-18.76104,47.34536,14.1017,19.69538,5.97319,8.72948,2.25475,1.31165,8.9245,953.00861,1267.95569,0.02727
75082,-114.8719,140.04654,-36.24172,50.92427,-5.4713,31.06968,-2.09477,8.86493,-3.47654,0.81123,6.59634,1315.26343,1414.20129,0.02074
75083,-90.23981,131.80779,-27.82066,56.49216,-0.17524,23.46311,4.86013,13.07267,1.14588,9.54566,7.60141,1403.96509,1632.50793,0.02384
75084,-109.36858,138.43513,-12.99283,53.54325,-4.2979,25.25593,-2.8871,14.90646,6.30781,6.3205,9.81028,1262.46631,1464.54077,0.02123
75085,-138.44655,124.19691,-13.8989,36.34022,3.69024,30.21951,-3.11846,15.93255,5.02644,8.89614,5.7493,1457.32336,1725.83301,0.02449
75086,-44.30397,109.42034,-20.32267,45.56745,-7.78901,33.81461,-5.69575,19.07994,-1.8776,16.43011,8.87634,1892.51477,1979.09314,0.03465
75087,-135.07135,133.10295,-2.88918,41.80283,10.1947,18.18476,2.36965,14.42921,-3.10355,7.85484,7.41299,1251.23059,1647.02246,0.02654
75088,-108.36954,146.99063,-16.20333,34.80648,2.87202,27.38987,-8.16487,9.43176,0.14274,2.99041,7.87532,1222.81262,1557.80127,0.02444
75089,-166.0089,126.30869,-13.61451,30.38767,-0.50442,20.80696,-10.25585,1.02138,-4.56187,1.94895,3.90574,1456.60681,1641.03674,0.01854
75090,-265.92215,141.83199,-21.56728,27.61918,4.50696,7.39824,-15.17185,0.87878,1.24034,-18.27332,2.22718,1219.93457,1246.2467,0.01148
75091,-42.72585,122.21001,-40.82196,41.43885,-4.639,22.21986,-10.26123,20.13723,-2.79933,16.87829,7.34685,1718.22144,1858.41443,0.02707
75092,-34.92892,117.18067,-32.16994,44.15969,-2.69279,29.19726,-6.35944,20.52883,-3.43248,16.08689,8.18488,1752.32544,1982.37122,0.03196
75093,-53.98994,106.14884,-37.36673,41.93647,-0.22426,27.85176,-8.98732,20.83682,-4.66686,12.86335,6.27589,1919.6814,1983.08301,0.03229
75094,-178.15558,146.50052,-19.68369,27.35069,12.81809,12.4221,-2.63379,5.50064,-1.63626,10.03237,4.80248,1201.72632,1361.92346,0.01913
75095,-71.75872,116.23457,-30.62087,33.19649,6.76354,24.74109,-3.11655,26.83866,-0.52993,19.67402,7.08433,1784.02869,2011.84912,0.02863
75096,-16.42798,100.83005,-24.39287,31.15392,-0.85598,25.27294,-11.56429,26.90364,-5.41972,20.93989,7.93246,2207.22485,2326.46387,0.03231
75097,-89.32512,113.4175,-20.25191,27.78437,10.10543,17.31557,-6.683,18.24428,-8.48552,15.39083,5.83167,1909.48071,2101.43115,0.02829
75098,-134.83521,120.22743,-7.67354,17.03846,3.96864,10.50997,-9.28689,10.14648,-10.46484,9.20171,4.92315,1810.55273,2059.29028,0.02652
75099,-45.87381,111.06588,-23.14781,25.6671,8.52291,17.33852,-11.90096,17.88768,-9.25739,13.41071,7.42936,1960.95984,2075.30371,0.02798
75100,-65.04594,113.65869,-23.05007,33.47202,11.38843,21.96421,-7.63416,21.86681,-9.19863,14.1719,7.28887,1995.0614,2184.11255,0.02793
75101,-34.61568,117.96441,-38.55729,37.73841,-2.26269,28.18983,-11.41294,23.8658,-8.1714,15.08834,7.0419,1861.43591,1978.81726,0.02999
75102,-23.74856,123.42374,-40.90122,35.53854,-3.7987,27.90043,-12.21315,22.98966,-7.84797,15.76506,7.64942,1732.4209,1916.06567,0.03209
75103,-30.89161,116.1523,-40.97187,36.80739,0.14257,27.20873,-10.6699,24.27075,-6.11491,16.92353,7.08035,1864.99451,1981.48084,0.02883
75104,-121.65934,127.88569,-37.49554,39.48088,6.82861,26.1923,-4.15031,21.40501,-2.60373,10.70738,5.83937,1424.29663,1662.55273,0.02746
75105,-83.3165,125.41512,-39.50115,31.22506,-2.54029,24.03169,-9.03182,17.31762,-7.61255,13.17774,6.45194,1611.44348,1792.68457,0.02898
75106,-63.88944,117.10085,-36.40187,31.4537,0.28424,26.46009,-9.27547,24.46527,-7.24604,14.89326,6.34174,1781.63086,1975.15894,0.02908
75107,-85.91976,113.37843,-38.64707,32.88907,-3.46766,25.13851,-9.48277,22.59912,-3.10569,14.24962,6.28613,1910.24756,1945.4021,0.03091
75108,-78.86671,108.55405,-26.74119,30.10169,-1.03905,24.85795,-10.07975,26.31158,-6.60617,15.39947,6.50721,1992.82251,2165.64893,0.02832
75109,-79.6974,104.95486,-30.62989,33.85424,3.75462,24.77739,-10.02225,20.81027,-7.69416,14.98705,6.33381,1925.87097,2071.86499,0.03348
75110,-120.95393,113.76637,-29.97834,29.39266,0.0258,20.5681,-5.99626,22.92794,-0.57246,13.90327,6.00059,1674.16064,1928.32446,0.02633
75111,-75.87355,127.52305,-24.44427,38.95112,2.76635,23.11595,-7.21475,18.33708,-5.64766,12.90014,8.66679,1492.93518,1830.2467,0.02589
75112,-225.05182,97.22424,-25.99185,27.23251,4.51126,11.37518,-5.98366,8.1083,-4.46314,6.45854,3.95189,1576.20996,1582.48669,0.0189
75113,-82.67758,111.41692,-28.75051,31.86726,-0.03531,20.80417,-12.21317,17.914,-8.76188,13.11516,6.56275,1781.82104,1915.62695,0.02502
75114,-143.85988,114.99607,-14.8589,31.88524,8.32648,19.37369,-4.68678,14.09671,-4.40085,10.881,6.04441,1389.56152,1659.04871,0.02534
75115,-58.66643,130.83736,-33.94445,42.24307,2.08664,22.50002,-6.69776,18.23674,-3.31041,12.26165,9.0427,1519.07556,1778.07996,0.0327
75116,-186.96089,133.52711,-2.86319,12.26174,-5.19905,10.88178,-5.45189,9.50268,-5.06121,6.11084,4.86601,1195.91943,1341.1106,0.01624
75117,-112.88765,137.77419,-42.96734,33.70407,-1.09099,16.50056,-2.68346,12.83689,-1.65866,9.93476,5.77477,1450.70593,1560.97473,0.03069
75118,-83.54398,120.59858,-35.94043,33.34137,-1.89118,20.73866,-3.04331,15.74879,-4.38515,9.97082,6.55,1635.9303,1767.11011,0.02357
75119,-41.50149,125.52639,-29.60881,43.91832,-3.89059,28.97393,-2.64105,23.02208,-3.32074,10.1521,8.48005,1600.60706,1876.40991,0.02734
75120,-66.40046,107.18143,-24.14117,38.86913,-4.24891,25.46746,-5.11314,20.30516,-5.10892,10.43116,8.49926,1861.88318,2056.5166,0.03105
75121,-91.30997,118.32495,-32.31747,36.03474,-0.18911,19.04363,-9.9388,11.27441,-7.3328,9.12228,6.23975,1672.18518,1777.80957,0.02309
75122,-73.17487,112.01016,-24.53684,41.77351,-2.16103,27.65092,-6.72363,16.94386,-5.79046,14.43969,7.18752,1805.58276,1975.99878,0.02969
75123,-95.58495,120.18536,-29.94078,35.94997,-2.37731,20.86974,-7.41927,16.47007,-5.90671,12.7625,6.01278,1647.41467,1814.00269,0.02826
75124,-99.7057,124.67554,-37.01254,34.29329,-1.38735,20.07522,-8.75388,12.99112,-7.74737,11.33374,5.60714,1630.83203,1713.51709,0.02599
75125,-136.72545,113.57536,-28.49531,28.2172,-0.5282,14.89456,-7.12472,12.57543,-6.73548,7.90318,5.54923,1548.64087,1675.60083,0.02183
75126,-80.74313,106.46798,-19.32394,46.95363,1.00169,25.72696,-8.86618,19.43191,-4.48031,12.18661,7.77896,1734.98303,1943.92761,0.02673
75127,-45.74135,120.48496,-27.14875,39.87228,-2.57239,26.64753,-11.8876,18.64238,-7.47556,13.2776,8.16306,1687.83655,1924.22754,0.03086
75128,-211.07365,124.26418,-27.02053,20.57533,-8.04722,7.06704,-12.2906,1.51194,-1.32515,-1.71472,2.32,1542.50989,1613.9989,0.02043
75129,-59.2532,118.4026,-32.09883,42.05294,-5.97963,26.29186,-7.68674,16.91799,-7.32528,11.89313,7.04203,1730.7644,1903.38037,0.02812
75130,-65.5858,120.70117,-28.29517,36.76773,-0.88037,23.94339,-8.79336,18.22139,-8.56373,13.59244,7.21087,1697.48157,1941.39722,0.0273
75131,-87.60841,124.27483,-33.1611,37.30809,2.33603,21.08191,-2.67999,13.50029,-6.66526,12.10737,6.47736,1589.6106,1771.5498,0.02366
75132,-186.71754,111.40106,-6.43191,28.17072,-0.61711,15.04282,-4.44994,6.67785,-6.55632,5.47727,4.72033,1357.58411,1620.82642,0.02085
75133,-98.83397,114.3951,-30.60504,34.87732,-3.24355,22.4198,-7.62496,18.32898,-6.2878,14.90642,6.49404,1754.77856,1965.45374,0.03017
75134,-247.93417,166.18425,-2.67515,-2.31661,13.66178,11.0262,-0.32198,2.41767,-5.7511,0.70045,2.79111,795.37006,862.75098,0.01443
75135,-51.69241,137.59476,-56.61931,32.82106,8.20321,15.71942,-7.358,18.74407,-11.51047,14.54324,6.152,1637.67322,1658.75146,0.03122
75136,-16.183,119.346,-39.022,38.46848,0.34133,24.27185,-12.34945,20.84166,-9.18897,16.74461,7.76451,1845.71375,1967.76697,0.02898
75137,-43.29273,125.00807,-31.4931,46.86428,6.70943,31.27742,-9.05996,21.25911,-8.40494,13.10047,8.09105,1642.71338,1905.79602,0.0319
75138,-114.24068,165.82156,-55.30413,45.44216,22.02306,13.44705,8.98941,14.53011,-0.18649,10.38071,5.76484,1128.36145,1259.93079,0.02584
75139,-31.49998,120.63276,-37.88696,48.1015,2.25111,30.44131,-10.62953,21.52531,-9.04273,13.67355,7.34546,1752.84778,1907.28699,0.03786
75140,-38.45045,118.63885,-41.1046,42.45627,5.74851,30.14345,-11.23843,24.74789,-10.10103,15.95442,6.53492,1818.9187,1943.63135,0.03557
75141,-89.19574,119.08177,-44.23635,41.35077,1.86539,25.04592,-8.93276,18.64405,-3.37819,10.84586,5.95659,1690.77478,1733.24414,0.02667
75142,-47.66662,121.06094,-39.44463,45.25257,-0.62857,27.25223,-11.36635,20.23517,-8.18277,14.32637,6.71379,1854.79785,1836.52173,0.03281
75143,-20.36924,115.49431,-38.19078,43.62011,1.12456,29.89833,-13.35418,23.17383,-9.58913,16.08594,7.27112,1886.05603,2005.32849,0.03249
75144,-22.6811,116.49055,-40.17862,44.45275,1.5176,29.93568,-11.30665,23.18697,-8.33581,16.62183,7.29378,1844.7533,1962.64502,0.03681
75145,-15.23467,115.93056,-36.91856,40.61951,3.17812,29.03001,-11.00625,20.79644,-9.61496,17.22844,8.24245,1853.01575,2007.09351,0.03014
75146,-33.13249,119.94418,-37.56752,45.72275,2.9883,27.64928,-11.92611,20.38855,-10.46465,14.82838,7.18124,1866.68665,1947.85083,0.03166
75147,-17.15056,117.96732,-38.48053,39.68701,-0.54816,26.9523,-12.88745,23.08261,-9.08908,18.3459,7.56103,1844.51294,1999.75745,0.02689
75148,-97.7893,106.85422,-20.87263,36.73242,4.92796,29.10672,-8.59691,21.61103,-6.07147,15.21141,6.09438,1896.44458,2081.68481,0.03151
75149,-41.93717,140.31215,-39.58144,38.72327,3.57319,29.24604,-6.72773,24.20459,-6.97496,11.06131,8.60427,1405.49573,1698.16125,0.02706
75150,-39.91508,123.61906,-36.08576,37.39754,-2.21575,24.80754,-11.84678,19.63238,-9.08363,13.33804,6.91118,1743.22791,1898.28308,0.03162
75151,-52.25279,123.64959,-33.27979,38.77294,0.01912,28.10755,-8.7946,18.79619,-5.7881,14.18625,7.56305,1640.01135,1862.63513,0.03054
75152,-86.57564,126.66662,-26.59574,39.37141,0.64657,27.18397,-9.11641,14.94677,-8.036,11.13805,6.37012,1570.56946,1799.18323,0.02867
75153,-58.5794,110.16251,-33.73019,36.44826,1.03731,25.89599,-10.57563,16.29326,-9.52712,13.45171,6.86381,1930.05737,1968.56702,0.03369
75154,-60.53283,111.637,-41.36366,43.4293,-3.95531,22.48726,-12.40454,17.32504,-6.60118,11.53988,6.64561,1853.96936,1904.54688,0.02549
75155,-28.19321,122.03366,-43.08017,39.70608,-1.82439,27.24042,-10.03963,22.10745,-7.02322,16.47968,7.40082,1758.88245,1891.93481,0.0335
75156,-49.54124,116.39616,-42.00525,41.3755,2.11955,29.44805,-8.57694,23.12559,-5.92825,14.71204,7.34731,1781.11511,1900.01599,0.03535
75157,-128.95729,125.40248,-41.51962,33.90893,-0.14137,16.42079,-3.04671,16.44968,-5.84557,5.6322,5.72789,1596.03015,1551.29944,0.02201
75158,-63.58498,129.23703,-39.61681,43.25406,6.70642,26.15224,-8.22919,19.80005,-6.32184,12.08714,6.3774,1639.84973,1814.08337,0.02644
75159,-132.62526,117.21134,-16.75507,30.29997,-1.25113,21.20655,-1.60422,19.96916,3.27629,13.13895,5.36743,1537.77002,1937.47156,0.02241
75160,-102.4977,109.01656,-28.96987,32.91842,-0.3502,21.59241,-6.86416,16.68434,-5.59948,12.55369,6.70227,1834.90002,1953.34644,0.02663
75161,-91.8931,139.42389,-49.04854,40.33224,4.28284,15.72055,-5.63384,10.98642,-6.194,8.21933,5.6704,1537.5614,1609.99072,0.02192
75162,-40.48576,117.80177,-34.11755,40.41549,2.40725,31.68358,-8.68185,23.12079,-6.71028,15.3272,7.15959,1792.37915,1953.49866,0.03207
75163,-25.68323,112.6679,-31.78382,41.46213,1.17674,36.09017,-9.91617,22.71012,-7.96577,17.87603,8.43078,1862.41687,2080.54004,0.03361
75164,-68.26538,121.71471,-32.29487,41.64479,4.83242,30.39088,-6.45883,20.76295,-6.32238,13.72701,6.49822,1690.86768,1905.12061,0.03288
75165,-68.04056,127.3907,-35.2622,42.33159,5.0892,29.04298,-5.37571,17.44991,-4.94915,14.03856,7.21371,1526.82629,1754.99426,0.02986
75166,-204.77824,118.87289,-15.24489,26.52485,12.65661,19.10526,0.05587,10.72444,-2.12439,9.92357,3.76901,1244.69617,1446.81311,0.01832
75167,-44.67217,111.04401,-34.88013,41.16314,0.62385,29.58396,-5.61077,22.85171,-5.77263,14.18853,7.17956,1889.91736,2002.16064,0.0363
75168,-108.6832,96.87526,-24.94407,36.51359,-2.07159,25.18325,-7.37238,19.34558,-4.4144,13.25528,6.8236,2065.53418,2188.96899,0.03011
75169,-125.22975,122.37246,-31.9674,32.37223,5.89323,24.26622,-5.10047,15.44199,-8.36352,8.04457,4.92723,1582.67444,1666.29858,0.0228
75170,-83.27329,117.09234,-34.78056,31.54674,-1.51832,25.44691,-11.85405,16.15042,-6.98761,11.77634,5.90316,1732.12427,1801.4303,0.02907
75171,-50.33866,121.58039,-38.11506,34.82893,-4.17149,26.90023,-10.87431,23.27627,-5.63025,13.44395,7.04223,1740.57263,1891.43262,0.03211
75172,-70.18792,110.15644,-37.30217,39.11755,-2.5338,29.43991,-7.26443,22.70206,-4.60896,12.46165,5.98406,1855.5553,1920.49695,0.03165
75173,-159.6212,135.75946,-23.42905,33.66619,0.80052,7.96155,-1.61735,8.68556,-2.99359,7.24999,4.46965,1287.96143,1449.49121,0.02407
75174,-71.15615,128.19995,-42.32797,31.55952,3.59026,26.27402,-6.4499,19.31812,-5.37102,11.80227,6.66577,1567.20666,1713.26904,0.02771
75175,-75.61747,124.0849,-37.62606,32.51271,3.5055,25.81135,-8.76812,18.01513,-7.29773,9.78047,6.77841,1602.62781,1748.66162,0.03025
75176,-89.02089,130.87613,-40.91773,34.06276,1.45162,19.83743,-8.93374,15.24911,-5.90239,10.72118,5.4925,1567.53894,1662.67627,0.02688
75177,-84.17882,126.05412,-39.43106,41.99283,2.13638,26.88213,-5.82813,17.29088,-5.50858,11.6947,5.79494,1619.70898,1744.09595,0.0272
75178,-109.33829,112.51698,-41.49963,26.27271,-3.71674,26.36854,-3.84567,19.40328,-4.5234,10.56298,5.69614,1757.35938,1846.50806,0.02987
75179,-110.56069,109.21907,-46.08091,36.6665,9.51647,28.21868,-3.85695,17.6858,-8.68332,10.85857,4.7338,1843.36572,1774.79016,0.02423
75180,-111.51114,94.11842,-30.62281,36.01217,0.20631,26.86333,-8.61163,21.20668,-6.59522,12.12059,5.32845,2340.77368,2207.46289,0.0345
75181,-106.32483,124.78269,-30.03218,29.91163,-2.0505,26.56276,-4.64414,17.64862,-7.6808,8.4733,5.36517,1612.12805,1740.65735,0.02171
75182,-94.28626,128.43498,-29.16259,31.32184,3.95085,24.22835,-4.39068,18.56886,-3.64821,9.88992,6.19073,1550.22754,1675.29492,0.03147
75183,-93.98138,115.28346,-43.59205,29.89626,6.72699,22.25543,-13.83803,16.24429,-3.81211,12.03414,5.50538,1683.88013,1715.03845,0.02722
75184,-76.74435,117.47768,-42.38334,34.17257,0.44302,28.09268,-6.36706,22.00766,-4.51607,13.50752,6.15747,1680.2467,1808.3125,0.02845
75185,-85.72889,106.47948,-39.37914,31.09866,-2.76431,27.8055,-6.33103,23.09768,-6.38955,12.38866,6.00429,1866.83557,1989.34192,0.03006
75186,-163.83525,114.65141,-50.18565,31.23936,18.2111,15.16514,2.30561,6.40446,-9.64512,7.88449,3.87757,1553.6593,1456.11926,0.02107
75187,-40.12416,112.63336,-39.46458,41.31428,-5.17666,30.26645,-8.49701,25.95502,-5.28458,13.46029,7.06429,1881.73169,1967.1626,0.02895
75188,-110.01979,115.99699,-48.63194,33.98405,5.32529,23.76606,-3.81061,12.15244,-2.15866,10.31078,5.07768,1722.1571,1698.19446,0.02908
75189,-111.37132,140.49283,-30.96445,34.69376,9.06844,28.73421,-1.30123,15.21046,-2.02646,15.47646,6.00547,1356.30127,1609.0752,0.02563
75190,-102.0755,110.69452,-50.08127,31.10919,5.39918,20.03798,-7.57059,16.53285,-8.29619,13.42002,5.2696,1739.12976,1728.58667,0.02693
75191,-181.57045,150.35844,-2.44413,31.03091,-5.91916,17.3436,-6.26327,9.85049,-3.85801,1.24814,3.58156,1115.01208,1467.04236,0.01667
75192,-115.07053,147.63844,-24.41102,37.98448,-11.80335,22.85097,-11.931,11.95954,-6.75418,5.99332,4.70996,1332.71924,1646.50635,0.01331
